,c_TotalGFA_mean,distanceCenter,angleCenter,BuildingAge,NumberofFloors,NumberofBuildings_mean,ENERGYSTARScore_mean,c_PropertyType_<K-12 School>,c_PropertyType_<Retail Store>,c_PropertyType_<Small- and Mid-Sized Office>,c_PropertyType_<Entertainment/Public Assembly>,c_PropertyType_<Large Office>,c_PropertyType_<Warehouse>,c_PropertyType_<Medical Office>,c_PropertyType_<Other>,c_PropertyType_<Mixed Use Property>,c_PropertyType_<Worship Facility>,c_PropertyType_<Restaurant>,c_PropertyType_<Hospital>,c_PropertyType_<Hotel>,c_PropertyType_<University>,c_PropertyType_<Self-Storage Facility>,c_PropertyType_<Office>,c_PropertyType_<Senior Care Community>,c_PropertyType_<Distribution Center>,c_PropertyType_<Parking>,c_PropertyType_<Data Center>,c_PropertyType_<Laboratory>,c_PropertyType_<Supermarket/Grocery Store>,c_PropertyType_<Refrigerated Warehouse>,c_PropertyType_<Manufacturing/Industrial Plant>,c_MainEnergy_<NaturalGas(kBtu)>,c_MainEnergy_<Electricity(kBtu)>,c_MainEnergy_<SteamUse(kBtu)>,GHGEmissions_mean,SiteEnergyUse_comp_mean
4678,45864.0,3.56945057032213,153.18909708656588,86,3.0,1.0,91.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.832265917140729,14.851256349106162
4680,61099.0,13.588891960478366,89.31079032147797,17,2.0,1.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5958266709849385,15.120173950792218
4685,94825.0,12.071773966852788,81.21002139328785,54,4.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.725926574623873,15.499142074599854
4687,50337.0,12.1674210824723,82.03643594762909,66,1.0,1.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3174737054877963,13.807395721560054
4689,60814.0,8.659114516080372,210.54041474433987,67,1.0,1.0,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.838591727342263,14.624993950257684
4691,48176.0,3.0868925724261227,80.60859173338727,29,3.0,1.0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.591542221224979,14.171613838534634
4692,21430.0,3.06785734792598,83.25595045930973,23,3.0,1.0,64.01799786304468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.846630786661094,14.33062527042469
4695,75605.0,10.811664404836852,-55.43748613487503,16,2.0,1.0,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.847484484290575,14.620786597184162
4699,21948.0,6.755632354172135,-63.43537057438518,39,99.0,1.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8087055211942177,12.682646828830332
4700,31191.0,5.803313461484339,42.51435851763755,89,3.0,1.0,49.25793067868828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.138823269393452,15.59484304780883
4702,35611.0,13.324372178759216,74.24822454726632,69,1.0,1.0,54.72761493784765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.653722226570257,14.881668867407617
4704,29380.0,7.414769281938019,-81.80075637900818,39,1.0,1.0,31.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7783364488959144,13.651522903358805
4713,22688.0,1.0502011816881505,-11.247174201696307,94,2.0,1.0,88.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.820508882514041,12.659926249848407
4731,22364.0,6.727247445270834,-47.74733367080029,54,2.0,1.0,59.578547247129315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.897822656027005,14.136188722286704
4732,40738.0,8.016362051511118,-53.73936882860439,34,2.0,1.0,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.560709613203501,14.434441337415368
4745,38077.0,2.5330276556472615,137.74170717230925,63,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.525856379268366,15.827138287257998
4748,45680.0,9.0503160170805,81.99822290183114,108,3.0,1.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.439528739445335,14.524984970880416
4758,726000.0,1.652060341685021,105.8987808154965,10,14.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.809844721123507,17.435326347906944
4762,33490.0,9.447904600967531,236.27851221701266,59,1.0,1.0,95.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.328400382700988,13.201661500251063
4765,20492.0,7.0943556539071135,123.86242484165356,17,4.0,1.0,68.50531202729182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8570789353486974,13.73086673973064
4766,53987.0,8.551233631632982,235.39904016046012,28,2.0,1.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6078614738467776,14.481641052365834
4769,21101.0,4.950173442683116,-85.67147772733722,27,1.0,1.0,55.29685887318513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1637858585502405,13.336183601257654
4770,45594.0,4.94565456805043,-86.42937088727011,102,2.0,1.0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.2132072818428288,14.08711736287562
4771,26660.0,6.108437566945274,269.35333645979944,66,1.0,1.0,4.718061502373203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.7523860149222616,14.626119389208652
4772,28126.0,4.967154789618304,-85.00425874346135,41,1.0,1.0,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.900047023419583,13.654300771165127
4773,35000.0,6.348385934263916,-85.6906565090719,52,1.0,1.0,51.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9987919533858987,12.872341827281872
4775,24000.0,6.16530640730992,-86.15299952327491,49,2.0,1.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0001277349601105,13.873628511298923
4776,40809.0,4.297564491527946,69.74534252855663,48,5.0,1.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.3342796761761475,14.783095934225068
4784,32000.0,8.334151348975851,140.66385295950195,47,4.0,1.0,62.17752374701913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7182923173461824,13.59134898864553
4796,51298.0,13.788786121416779,102.38657976121682,62,2.0,1.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.400196830369207,15.603333706704808
4798,22898.0,13.75751776571661,103.07038925135838,54,1.0,1.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5653138090500605,12.440468649865428
4802,31600.0,9.356182651264051,-84.54423829287991,37,1.0,1.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.563358118173651,14.990623287881508
4803,35289.0,9.478351388401475,-84.31087622533381,9,1.0,1.0,57.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9788404058837727,13.651517601445786
4804,30000.0,9.620777214116613,-84.14912133948648,35,1.0,1.0,48.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.396730501039078,14.382048049827219
4806,31300.0,9.542196087067268,-84.23499638360758,38,1.0,1.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.066229647707605,12.717594526852608
4807,22000.0,9.617306134062064,-83.19387546522739,37,1.0,1.0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6074359097634274,13.481261548141871
4808,39541.0,10.648749708109314,88.39638362619188,42,3.0,1.0,40.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.18924101973851,15.062810344706858
4809,30610.0,10.441627695906977,86.9294562571785,37,1.0,1.0,61.95655709100098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.938996066954103,15.292779121199997
4810,26930.0,10.57630951377897,87.29429014442121,36,2.0,1.0,63.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9733863403393312,13.847565271951282
4811,54236.0,10.67455391377872,86.39868439360247,48,2.0,1.0,66.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8675485153263165,14.862589347959497
4812,20296.0,7.564178922941711,59.261146899176644,57,2.0,1.0,68.55362061787113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.7859090555498793,13.659495725016093
4813,21704.0,7.557660927111283,57.618870839169205,71,2.0,1.0,57.32206103118774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2714682749873716,14.048063699898595
4814,38378.0,7.545763228910335,56.777810949123094,49,3.0,1.0,85.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9500892062346025,14.318816882523675
4816,34982.0,7.4001397618718245,58.90586997449854,41,1.0,1.0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.452025091142252,16.197382550003535
4824,295410.0,11.511330366481673,85.97861798645131,8,5.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.289932310013596,16.278245002722954
4826,23910.0,8.61531481930429,153.35293193616494,89,3.0,1.0,73.84487760955548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.655352412101761,13.678345141695702
4828,21765.0,9.709713147196341,127.03170373264102,106,2.0,1.0,76.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9223548037492155,13.041302985399048
4834,2038603.0,1.54389268917974,23.736652275696276,77,2.0,20.0,24.919447235074102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.082666352506049,18.559273485687463
4836,26560.0,2.4489786353528276,13.226070694388595,115,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.261058845569595,14.42869229869878
4848,44845.0,9.049331224861506,-54.92186893532098,24,2.0,1.0,83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.321618767950302,15.715555884861828
4849,25946.0,9.137740957897279,-55.33566954320932,63,1.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.073046554217653,15.809329939064543
4850,40374.0,12.442681616494575,66.18131152046709,61,1.0,1.0,86.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.137803078063485,14.39727915054083
4852,25500.0,6.077990590728468,-87.55693449720903,49,1.0,1.0,91.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9593835767879835,14.006853796728686
4853,40120.0,6.4112188936986545,-83.27692684838959,55,1.0,1.0,52.69207406623883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.326114575537799,14.098937590560162
4854,56193.0,6.28332599115448,-81.88151261423593,58,2.0,1.0,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8349259550431793,14.726281483699703
4859,29214.0,8.731967036689666,124.39470146231811,50,1.0,1.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.274639239193459,16.01694863491927
4862,47034.0,8.593960559887861,125.11755436371226,16,1.0,1.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.916700590612802,16.453597130833348
4863,34580.0,8.455378184083518,126.47099950389165,55,1.0,1.0,85.01051006465002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7507973569289246,14.02558751190662
4864,31140.0,8.11906776401351,126.32264233436189,106,2.0,1.0,67.16878972008753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6560979645895566,13.736565289550592
4865,41478.0,8.125060175937325,125.7003839398923,41,3.0,1.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.423408472452651,14.95828453815117
4866,39840.0,8.059373688890453,125.44256673647317,36,1.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7056567701746432,13.579836324552199
4877,21528.0,9.20119483584794,129.46912713182266,92,2.0,1.0,89.89319886549934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8656293177945105,12.619233068605745
4878,25828.0,9.490755599554058,131.4048638440423,88,2.0,1.0,70.89734732947129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5560638441043286,13.926874815044977
4897,30554.0,9.13199035173358,121.85193360196051,74,2.0,1.0,14.437308004951745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.600321427132145,15.474010121521411
4899,23500.0,8.039691756925112,126.50267689883724,20,1.0,1.0,50.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4956817229559585,13.95130900388045
4900,23067.0,8.74774315556819,116.96274214796603,49,1.0,1.0,80.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4863041682927136,14.182597211453167
4903,25987.0,7.247586406906555,137.50640082551237,55,1.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.503439503264428,16.01384734989381
4905,26389.0,7.329193808017456,136.8018714713132,24,3.0,1.0,69.26625109714966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.102303210823098,13.976020971744115
4906,29859.0,7.353137453870565,134.13672861052646,34,3.0,1.0,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7245795030534206,13.719244121091862
4907,25600.0,9.106143435144809,135.57932519376712,42,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5419733025409363,14.334803631480291
4908,10200.0,8.955482069907344,135.75005599473215,51,1.0,1.0,26.20780278259842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.46373401623214006,12.337997435759943
4909,41784.0,8.801393901010258,134.96980095696904,8,4.0,1.0,87.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2326989655298792,14.106295935180894
4910,56884.0,9.174896554699107,136.30669417035872,56,1.0,1.0,72.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5891972308407842,14.096960375195215
4913,32810.0,10.925793510985148,118.14582231045735,27,1.0,1.0,66.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8233010753673415,14.509101889874405
4916,30989.0,6.7403400439613295,139.34918730657085,36,3.0,1.0,82.11673340532883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3930425881096072,11.478530688230785
4917,39952.0,6.718694000449032,139.65244238344454,101,3.0,1.0,82.57055467462712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.9545119446943529,10.919958404962012
4921,20784.0,7.418910540559628,131.4886262401407,55,2.0,1.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5260563034950492,13.400145102753733
4922,35429.0,7.318043991685008,129.79163767352597,56,2.0,1.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.6052789230662645,13.149951306712273
4923,35946.0,9.243405118419522,137.13567146349683,48,1.0,1.0,58.86974506755855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.3813962734183356,13.032403658322526
4924,30152.0,8.766794539084698,135.76620038604804,9,4.0,1.0,96.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7343068944799696,13.599655381799245
4926,30172.0,8.415805488692943,135.6054351132984,22,4.0,1.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8741072105768086,13.747869094342798
4930,47591.0,8.614052407574082,130.99646875448335,89,4.0,1.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4885800148186709,12.36278147906173
4931,21208.0,9.154614495232876,131.3022616804444,115,4.0,1.0,65.60868406356745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.072542799988679,13.946356786259615
4933,45750.0,9.005233087827248,130.69921073653347,116,3.0,1.0,43.509657547810235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.662074671256411,15.747756489648111
4935,23500.0,8.723318733601587,130.21281328070862,48,2.0,1.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.521791277960571,14.324734900363291
4936,22282.0,8.62491933496234,130.19476033237018,50,1.0,1.0,92.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.688527534613346,13.226460295058352
4939,24396.0,9.11782775532152,129.29427402371573,107,3.0,1.0,66.99834715705859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.078215180292217,14.497529043672817
4946,34639.0,11.935450254416278,69.25509203365654,20,2.0,0.5,49.66229905509199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6829162819748165,15.867701784544575
4947,37500.0,13.105783937711658,75.17367206774792,85,2.0,1.0,59.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7017956793804827,14.590621753151078
4949,23983.0,14.053316403387397,89.10234027953477,86,3.0,1.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5161616334626764,13.972943701750207
4950,23600.0,5.771569406937974,244.2253248989308,36,1.0,1.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.2744997286161976,13.495259149491613
4953,51515.0,6.969620052546547,79.29763083069358,12,2.0,2.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.894213831079004,15.186767039825686
4959,57114.0,9.01630354099088,95.14395391966754,20,3.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.922623801733353,14.796337310972875
4960,20294.0,8.484231969432072,135.61648238604752,59,2.0,1.0,56.693688026694446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.064400685849028,14.255443757234314
4961,24008.0,8.338178629359879,136.07576692971134,33,4.0,1.0,58.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2664396463576924,14.140450480914247
4962,39877.5,8.29280263225478,136.4022409239419,33,4.0,1.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.514465452029545,14.38817850890133
4963,55106.0,7.47665546773504,136.6939842090326,56,2.0,1.0,67.27768893657202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.666378188767423,14.575183034716524
4964,39497.0,7.366911587213131,138.30462466436242,61,2.0,1.0,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4114776910697118,14.373743390056946
4974,53776.0,3.3004323627096905,58.24731963635708,84,1.0,1.0,79.2222272201362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.783065293829132,15.049696464993621
4977,27574.0,11.444538572219363,91.85965353273362,34,2.0,1.0,74.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1120297312729877,13.986259577172252
4983,43661.0,11.750400979898734,88.32980513964006,18,5.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.418358563921272,15.183971723683236
4984,94714.0,11.665633769174457,86.10306028984026,24,4.0,1.0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.59203428659495,15.33563025287875
4987,24400.0,11.635252350847201,85.59327341987051,24,5.0,1.0,63.4871764531914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.230476736546681,14.522757123403615
4988,76105.0,11.499140038414387,91.87299360782596,29,3.0,1.0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8939763645996033,14.767533617953076
4993,37270.0,11.715804931867375,83.91437014729392,64,2.0,1.0,46.66422739430879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7627106022411367,14.501365716235888
4996,41615.0,11.373079098427258,85.90157167614281,50,1.0,1.0,66.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.62575495837538,14.49944139823406
4997,28841.0,11.336560810584718,85.96159028767566,28,3.0,1.0,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4244255077813626,14.14987808122943
4998,32344.0,11.492629188516633,83.8403413275173,39,2.0,1.5,80.35506430000889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.18632957819149337,11.689660613468222
4999,30498.0,11.189421101721662,85.72570837669045,11,1.0,1.5,74.56491270075989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.407145985466846,14.732266981387285
5000,124848.0,11.680388786218499,85.48997520998621,44,8.0,1.0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.8860542039388735,15.715717996755432
5004,21405.0,10.333827483848994,251.40147918273496,92,2.0,1.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.828097770490385,13.841671847617862
5006,23260.0,7.983224948962635,263.99567247997726,53,1.0,1.0,57.05450144109004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9357395320454622,14.292235920658007
5009,27144.0,3.1893889463358707,113.723970057243,96,2.0,1.0,64.3707599733687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4442568711226023,13.791157412748333
5010,23166.0,11.765290349323614,98.56056713476242,46,1.0,3.0,49.435129003524125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.191789503138204,15.034930784138167
5011,39713.0,11.191243739382822,92.87039369201378,37,2.0,1.0,76.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3617969526258915,14.235348546255954
5012,750353.0,12.166687814084115,93.70473646303303,50,1.0,4.5,86.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.058760756931578,18.385784889500783
5015,47906.0,12.499911997256165,91.21823556433681,51,2.0,1.0,63.83240071830247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9200903765059048,14.269875030628498
5018,21603.0,3.462448506133785,-57.02033249960704,51,1.0,1.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.826151401137618,15.576969484095706
5030,856738.0,2.5720130249373727,40.68538950892729,52,3.0,1.0,60.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.095485890137192,18.458231563609274
5031,43050.0,8.196655379040049,265.44039691247355,37,1.0,1.0,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0577902941478545,12.932406747478392
5032,57952.0,9.598646349462955,267.0849264635096,11,1.0,3.0,55.170380144838674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.551874888929868,14.94634040897138
